id,authors,title,average_rating
8967,Jodi Ellen Malpas,"Promised (One Night, #1)",4.14
8968,Neal Shusterman,Bruiser,4.04
8969,Jon J. Muth,Stone Soup,4.15
8970,Lois McMaster Bujold,"Falling Free (Vorkosigan Saga, #4)",3.82
8971,Gayle Forman,"If I Stay Collection (If I Stay, #1-2)",4.24
8972,Jeffery Deaver,"The Cold Moon (Lincoln Rhyme, #7)",4.05
8973,Salman Rushdie,The Moor's Last Sigh,3.92
8974,Gayle Tzemach Lemmon,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",3.69
8975,David Foster Wallace,Girl With Curious Hair,3.89
8976,Stephen King,Rita Hayworth and Shawshank Redemption: A Story from Different Seasons,4.52
8977,A.J. Jacobs,Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection,3.75
8978,Bill Watterson,The Revenge of the Baby-Sat,4.71
8979,Arthur Conan Doyle,The Case-Book of Sherlock Holmes,4.2
8980,Tonya Hurley,"Ghostgirl (Ghostgirl, #1)",3.28
8981,"Mary Higgins Clark, Alafair Burke","I've Got You Under My Skin (Under Suspicion, #1)",3.75
8982,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy","Fables, Vol. 10: The Good Prince",4.37
8983,Barbara Delinsky,The Secret Between Us,3.71
8984,"Larry Bond, Patrick Larkin",Red Phoenix (Red Phoenix #1),3.98
8985,Linwood Barclay,Never Look Away,3.99
8986,Dean Koontz,Your Heart Belongs to Me,3.34
8987,"Leigh Nichols, Dean Koontz",Shadow Fires,3.77
8988,Naomi Novik,"Victory of Eagles (Temeraire, #5)",4.01
8989,Malorie Blackman,"Knife Edge (Noughts & Crosses, #2)",4.06
8990,"James Rollins, Rebecca Cantrell","The Blood Gospel (The Order of the Sanguines, #1)",3.97
8991,Tijan,"Fallen Crest Public (Fallen Crest High, #3)",4.47
8992,Josh Kilmer-Purcell,I Am Not Myself These Days,3.96
8993,Lauren Barnholdt,Sometimes It Happens,3.85
8994,Kathy Reichs,"Bones Are Forever (Temperance Brennan, #15)",3.86
8995,Robin McKinley,Deerskin,3.88
8996,Michael Herr,Dispatches,4.24
8997,"Henning Mankell, Laurie Thompson","The Troubled Man (Kurt Wallander, #10)",3.98
8998,Lorenzo Carcaterra,Sleepers,4.18
8999,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin","The Work of Art in the Age of Its Technological Reproducibility, and Other Writings on Media",4.05
9000,Mary Higgins Clark,Pretend You Don't See Her,3.86
9001,"Sarah Palin, Lynn Vincent, Dewey Whetsell",Going Rogue: An American Life,3.28
9002,"Anne Byrn, Anthony Loew",The Cake Mix Doctor,3.95
9003,Rick Yancey,"The Monstrumologist (The Monstrumologist, #1)",3.89
9004,Robert A. Caro,"The Path to Power (The Years of Lyndon Johnson, #1)",4.42
9005,Patricia Cornwell,"Depraved Heart (Kay Scarpetta, #23)",3.58
9006,Forrest Carter,The Education of Little Tree,4.09
9007,Gena Showalter,"Intertwined (Intertwined, #1)",3.87
9008,Richard Brautigan,In Watermelon Sugar,4.02
9009,"Ali Novak, Fallzswimmer",My Life with the Walter Boys (My Life with the Walter Boys #1),3.93
9010,John Marsden,"Burning For Revenge (Tomorrow, #5)",4.18
9011,Crissy Calhoun,Love You to Death: The Unofficial Companion to the Vampire Diaries,4.38
9012,Liane Moriarty,The Husband's Secret Free Preview,3.99
9013,Myra McEntire,"Hourglass (Hourglass, #1)",3.8
9014,"Al Ries, Jack Trout",Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace,4.06
9015,Nalini Singh,Play of Passion (Psy-Changeling #9),4.28
9016,Laurann Dohner,"Fury (New Species, #1)",4.18
9017,David B.,Epileptic,3.9
9018,Tracy Letts,August: Osage County,4.2
9019,Tad Williams,"Mountain of Black Glass (Otherland, #3)",4.04
9020,Susan Elia MacNeal,"Mr. Churchill's Secretary (Maggie Hope Mystery, #1)",3.66
9021,"Gregory Maguire, Douglas Smith",Lost,2.8
9022,Christopher Priest,The Prestige,3.87
9023,Donald McCaig,Rhett Butler's People,3.7
9024,Tony Kushner,Angels in America,4.29
9025,Michael Ondaatje,Anil's Ghost,3.54
9026,Dean Koontz,Winter Moon,3.8
9027,Kristen Ashley,"The Will (Magdalene, #1)",4.3
9028,"Chris Colfer, Brandon Dorman","A Grimm Warning (The Land of Stories, #3)",4.54
9029,Scott  Meyer,"Spell or High Water (Magic 2.0, #2)",4.01
9030,Melody Anne,"The Billionaire Wins the Game (Billionaire Bachelors, #1)",3.93
9031,Maya Banks,"Never Love a Highlander (McCabe Trilogy, #3)",4.25
9032,"Andrew Hunt, Dave Thomas",The Pragmatic Programmer: From Journeyman to Master,4.31
9033,Dee Lestari,Supernova: Petir,3.85
9034,James S.A. Corey,"Babylon's Ashes (The Expanse, #6)",4.18
9035,Katee Robert,"Wrong Bed, Right Guy (Come Undone, #1)",3.77
9036,"T.C. Boyle, Richard Poe",Drop City,3.83
9037,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",Y: The Last Man - The Deluxe Edition Book One,4.36
9038,Diablo Cody,Candy Girl: A Year in the Life of an Unlikely Stripper,3.54
9039,أنيس منصور,حول العالم في 200 يوم,4.08
9040,"James Patterson, Michael Ledwidge","Alert (Michael Bennett, #8)",3.93
9041,Madeline Sheehan,"Unattainable (Undeniable, #3)",4.31
9042,Peter Heller,The Painter,3.76
9043,Steven Spielberg,Close Encounters Of The Third Kind,4.09
9044,"Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham","Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)",4.25
9045,"Stan Berenstain, Jan Berenstain",The Berenstain Bears Forget Their Manners,4.15
9046,Olivia Cunning,"Hot Ticket (Sinners on Tour, #3)",4.28
9047,Iris Johansen,"The Search (Eve Duncan, #3)",4.14
9048,J.K. Rowling,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,4.4
9049,Audre Lorde,Zami: A New Spelling of My Name,4.2
9050,"Cassandra Clare, Hye-Kyung Baek","The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1)",4.21
9051,Tere Liye,Hafalan Shalat Delisa,4.2
9052,Darynda Jones,"Sixth Grave on the Edge (Charley Davidson, #6)",4.38
9053,John Flanagan,"The Royal Ranger (Ranger's Apprentice, #12)",4.4
9054,Amy Waldman,The Submission,3.66
9055,"Alan Lee, Ian McKellen",The Lord of the Rings Sketchbook,4.26
9056,Jenna Black,"Glimmerglass (Faeriewalker, #1)",3.76
9057,"James Patterson, Howard Roughan",Don't Blink,3.79
9058,"Stephen Jones, H.P. Lovecraft, Kim Newman, Brian Mooney, Nicholas Royle, David Langford, Michael Marshall Smith, Brian Lumley, Neil Gaiman, Basil Copper, Jack Yeovil, Guy N. Smith, Adrian Cole, D.F. Lewis, Ramsey Campbell, David Sutton, Peter Tremayne",Shadows over Innsmouth,4.43
9059,James Lee Burke,"The Tin Roof Blowdown (Dave Robicheaux, #16)",4.17
9060,Nick Cave,The Death of Bunny Munro,3.43
9061,"Jeff Brown, Scott Nash, Macky Pamintuan","Flat Stanley (Flat Stanley, #1)",3.82
9062,Julie Kagawa,"Winter's Passage (Iron Fey, #1.5)",3.96
9063,Donald Crews,Freight Train,4.04
9064,Kate Clifford Larson,Rosemary: The Hidden Kennedy Daughter,3.78
9065,Jennifer Haigh,Faith,3.83
9066,Lynsay Sands,Bite Me If You Can (Argeneau #6),4.27
9067,Kristen Ashley,"The Golden Dynasty (Fantasyland, #2)",4.46
9068,Mary Higgins Clark,Moonlight Becomes You,3.8
9069,Ann M. Martin,A Corner of the Universe,4.06
9070,Alice Hoffman,The Ice Queen,3.51
9071,Enid Blyton,"The Folk of the Faraway Tree (The Faraway Tree, #3)",4.32
9072,Garth Risk Hallberg,City on Fire,3.42
9073,Kathleen E. Woodiwiss,The Flame and the Flower,4.09
9074,Raymond E. Feist,"Exile's Return (Conclave of Shadows, #3)",4
9075,Jessica Day George,"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",4.03
9076,The Church of Jesus Christ of Latter-day Saints,Preach My Gospel: A Guide To Missionary Service,4.71
9077,Jasper Fforde,"The Last Dragonslayer (The Chronicles of Kazam, #1)",3.86
9078,Edward Said,Orientalism,4.07
9079,Gerald N. Lund,"Like a Fire Burning (The Work and the Glory, #2)",4.27
9080,Eric Jerome Dickey,Friends and Lovers,4.21
9081,Georgia Byng,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",3.87
9082,Matthew Reilly,Contest,3.95
9083,Nick Hornby,Songbook,3.56
9084,Tom Brokaw,The Greatest Generation,3.99
9085,Philip K. Dick,The Minority Report,3.82
9086,Lynn Flewelling,"Luck in the Shadows (Nightrunner, #1)",4.08
9087,Jacqueline Davies,"The Lemonade War (The Lemonade War, #1)",3.88
9088,"Mary Pope Osborne, Salvatore Murdocca","The Knight at Dawn (Magic Tree House, #2)",3.86
9089,H.M. Ward,"The Arrangement: The Ferro Family (The Arrangement, #1)",4.02
9090,Ilana Tan,Winter in Tokyo,4.06
9091,John Searles,Help for the Haunted,3.6
9092,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 6: Give-and-Take (Death Note, #6)",4.39
9093,"Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki","The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians, #1)",3.95
9094,"Clint Hill, Lisa McCubbin",Mrs. Kennedy and Me: An Intimate Memoir,4.14
9095,W.P. Kinsella,Shoeless Joe,3.96
9096,Charles Martin,When Crickets Cry,4.23
9097,Naomi Klein,This Changes Everything: Capitalism vs. The Climate,4.17
9098,Richard Kadrey,"Aloha from Hell (Sandman Slim, #3)",4.01
9099,Aurora Rose Reynolds,"Until Lilly (Until, #3)",4.3
9100,Peter Jenkins,A Walk Across America,4.02
9101,Olivia Cunning,"Try Me (One Night with Sole Regret, #1)",3.87
9102,Michael Patrick MacDonald,All Souls: A Family Story from Southie,4.07
9103,Terry Brooks,"Wizard at Large (Magic Kingdom of Landover, #3)",3.81
9104,"William March, Elaine Showalter",The Bad Seed,4.05
9105,Kim Karr,"Connected (Connections, #1)",4.11
9106,L.A. Weatherly,"Angel Fire (Angel, #2)",4.06
9107,Ira Wagler,Growing Up Amish,3.36
9108,Toni Aleo,"Taking Shots (Assassins, #1)",3.95
9109,J.  Daniels,"Sweet Addiction (Sweet Addiction, #1)",4.11
9110,Steve Sheinkin,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,4.12
9111,Suketu Mehta,Maximum City: Bombay Lost and Found,3.91
9112,Bob Grant,Bambi,4.22
9113,Carolly Erickson,The Last Wife of Henry VIII,3.88
9114,Edgar Allan Poe,The Complete Tales and Poems,4.48
9115,"Douglas Preston, Lincoln Child","Gideon's Sword (Gideon Crew, #1)",3.58
9116,Agatha Christie,"A Caribbean Mystery (Miss Marple, #10)",3.77
9117,Danielle Steel,Accident,3.93
9118,"Brian Kilmeade, Don Yaeger",George Washington's Secret Six: The Spy Ring That Saved the American Revolution,3.77
9119,Sharon Kay Penman,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",4.27
9120,"Eugene Bradley Coco, Ron Dias",Pinocchio,4.33
9121,Peter F. Hamilton,Great North Road,4.06
9122,Christine Zolendz,"Fall From Grace (Mad World, #1)",4.03
9123,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",The Complete Short Novels,4.47
9124,"Stan Berenstain, Jan Berenstain",The Berenstain Bears Go to School,4.28
9125,H.A. Rey,Curious George Takes a Job,4.28
9126,"Jeph Loeb, Tim Sale, Bjarne Hansen",Superman for All Seasons,4.08
9127,"Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",La casa de Bernarda Alba,3.77
9128,Sherrilyn Kenyon,"Retribution (Dark-Hunter, #19)",4.12
9129,Irvine Welsh,Glue,3.84
9130,A.G. Howard,"Unhinged (Splintered, #2)",4.25
9131,Cecelia Ahern,How to Fall in Love,4.02
9132,Judith McNaught,"Until You (Westmoreland, #3)",4.12
9133,R.A. Salvatore,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",4.15
9134,"Lettie B. Cowman, James Reimann",Streams in the Desert,4.39
9135,Jennifer Estep,"Venom (Elemental Assassin, #3)",4.16
9136,"Cassandra Clare, Joshua Lewis",The Shadowhunter's Codex,4.06
9137,Chris Heimerdinger,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",4.01
9138,Laurie Faria Stolarz,"Blue is for Nightmares (Blue is for Nightmares, #1)",3.81
9139,Stephen King,Carrie / 'Salem's Lot / The Shining,4.52
9140,Kelley Armstrong,"Personal Demon (Women of the Otherworld, #8)",4.06
9141,Brandon Sanderson,"The Way of Kings, Part 1 (The Stormlight Archive #1.1)",4.67
9142,Richard Paul Evans,The Christmas List,4.17
9143,"Jenna Jameson, Neil Strauss",How to Make Love Like a Porn Star: A Cautionary Tale,3.75
9144,Brad Meltzer,The Tenth Justice,3.97
9145,Anita Shreve,Stella Bain,3.41
9146,Derek Landy,"Dark Days (Skulduggery Pleasant, #4)",4.45
9147,Stephen King,"The Green Mile, Part 3: Coffey's Hands",4.5
9148,Jacquelyn Frank,"Jacob (Nightwalkers, #1)",4.02
9149,Katie MacAlister,You Slay Me (Aisling Grey #1),4.01
9150,Rachel Joyce,Perfect,3.54
9151,Norman Bridwell,Clifford's Halloween,4.14
9152,"Philip Pullman, John Lawrence","Lyra's Oxford (His Dark Materials, #3.5)",3.52
9153,Rachel Vincent,"If I Die (Soul Screamers, #5)",4.32
9154,"James Patterson, Mark T. Sullivan",Private Berlin (Private #5),3.9
9155,Lisa Gardner,The Other Daughter,3.99
9156,"Mary Hoffman, Caroline Binch",Amazing Grace,4.33
9157,"David Eddings, Leigh Eddings",The Redemption of Althalus,3.82
9158,Emma Donoghue,Slammerkin,3.69
9159,Rachel Gibson,"Simply Irresistible (Chinooks Hockey Team, #1)",3.86
9160,Julie James,"About That Night (FBI/US Attorney, #3)",4.07
9161,Bisco Hatori,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",4.44
9162,Nancy Tillman,On the Night You Were Born,4.35
9163,Rachel Bertsche,MWF Seeking BFF: My Yearlong Search For A New Best Friend,3.44
9164,"Brandon Sanderson, Jon Foster","Skin Deep (Legion, #2)",4.11
9165,Jennifer L. Armentrout,"Wicked (A Wicked Saga, #1)",4.08
9166,Meg Cabot,"Insatiable (Insatiable, #1)",3.44
9167,J.  Daniels,"Where I Belong (Alabama Summer, #1)",4.05
9168,Debbie Macomber,"Back on Blossom Street (Blossom Street, #4)",4.14
9169,"François Lelord, Lorenza García",Hector and the Search for Happiness,3.47
9170,Joshilyn Jackson,"Between, Georgia",3.87
9171,Jennifer Crusie,"Faking It (Dempseys, #2)",3.9
9172,"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",Underground: The Tokyo Gas Attack and the Japanese Psyche,3.89
9173,Indu Sundaresan,"The Twentieth Wife (Taj Mahal Trilogy, #1)",4.03
9174,Erica Stevens,"Captured (The Captive, #1)",4.06
9175,Piers Anthony,Split Infinity  (Apprentice Adept #1),3.94
9176,Rob Bell,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,3.82
9177,Isabel Wolff,A Vintage Affair,3.8
9178,Hanif Kureishi,The Buddha of Suburbia,3.72
9179,Sarah Crossan,"Breathe (Breathe, #1)",3.69
9180,"Brian Coffey, Dean Koontz",The Voice of the Night,3.91
9181,Alex Rosenberg,The Girl from Krakow,3.79
9182,Michael J. Sandel,Justice: What's the Right Thing to Do?,4.25
9183,Mitchell Zuckoff,13 Hours: The Inside Account of What Really Happened In Benghazi,4.26
9184,Richelle Mead,"Succubus Shadows (Georgina Kincaid, #5)",4.18
9185,Leila Meacham,Roses,4.02
9186,Jennifer Crusie,Crazy For You,3.78
9187,Maya Angelou,Letter to My Daughter,4.08
9188,Lionel Shriver,The Post-Birthday World,3.52
9189,Mordicai Gerstein,The Man Who Walked Between the Towers,4.14
9190,Cassandra Clare,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",4.59
9191,"José Saramago, Margaret Jull Costa",The Double,3.84
9192,Richelle Mead,"Thorn Queen (Dark Swan, #2)",4.12
9193,Jacqueline Sheehan,"Lost & Found (Rocky Pelligrino, #1)",3.71
9194,Beatrix Potter,The Tale of Mrs. Tiggy-Winkle,4.19
9195,Piers Anthony,"For Love of Evil (Incarnations of Immortality, #6)",4.1
9196,Sarah Jio,Blackberry Winter,3.96
9197,Raymond Chandler,Trouble Is My Business,4.05
9198,Madeleine L'Engle,"An Acceptable Time (A Wrinkle in Time Quintet, #5)",3.86
9199,Steve Berry,The Third Secret,3.84
9200,Jenny Nimmo,"Charlie Bone and the Shadow (The Children of the Red King, #7)",4.02
9201,Lynsay Sands,Love Bites (Argeneau #2),4.12
9202,Hillary Rodham Clinton,Hard Choices,3.57
9203,"Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham","Batman: No Man's Land, Vol. 1",4.11
9204,"Jeffrey D. Sachs, Bono",The End of Poverty,3.66
9205,Esi Edugyan,Half Blood Blues,3.63
9206,Katrina Kittle,The Kindness of Strangers,4
9207,Robin Benway,Emmy & Oliver,3.91
9208,Scott McCloud,The Sculptor,4
9209,Victoria Jamieson,Roller Girl,4.27
9210,P.D. Eastman,The Best Nest,4.19
9211,J.L. Bourne,"Beyond Exile (Day by Day Armageddon,# 2)",4.08
9212,Randall Wallace,Braveheart,4.19
9213,"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy","Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)",4.1
9214,André Aciman,Call Me by Your Name,4.13
9215,Anne Michaels,Fugitive Pieces,3.95
9216,Terry Brooks,"Armageddon's Children (Genesis of Shannara, #1)",4.09
9217,Richard   Preston,The Cobra Event,4
9218,Brodi Ashton,"Everbound (Everneath, #2)",4.06
9219,Richard Stearns,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,4.18
9220,Gary Ezzo,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,3.58
9221,نور عبدالمجيد,رغم الفراق,3.97
9222,Steve Coll,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",4.28
9223,Anonymous,La vida del Lazarillo de Tormes,3.49
9224,E.C. Diskin,Broken Grace,3.92
9225,John Wyndham,The Midwich Cuckoos,3.93
9226,Phyllis T. Smith,I Am Livia,3.93
9227,Sandra Brown,Smoke Screen,3.98
9228,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",Bone: Tall Tales,4.38
9229,"Jennifer L. Holm, Tad Carpenter",The Fourteenth Goldfish,3.87
9230,"Kathryn Jackson, Gustav Tenggren",Tawny Scrawny Lion,4.16
9231,Don Richardson,Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century,4.31
9232,Don DeLillo,Libra,3.98
9233,John le Carré,The Honourable Schoolboy,3.94
9234,Robin Hobb,"Renegade's Magic (Soldier Son, #3)",3.46
9235,Hugh Howey,"Second Shift: Order (Shift, #2)",4.26
9236,James Redfield,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",3.61
9237,Jed Rubenfeld,"The Interpretation of Murder (Freud, #1)",3.51
9238,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",Superman: Birthright,4.12
9239,"Margret Rey, H.A. Rey, Martha Weston",Curious George Visits the Library,4.25
9240,Julian Barnes,Arthur & George,3.7
9241,Gerald N. Lund,"Truth Will Prevail (The Work and the Glory, #3)",4.3
9242,Karina Halle,"Sins & Needles (The Artists Trilogy, #1)",3.98
9243,"E.H. Gombrich, Caroline Mustill, Clifford Harper",A Little History of the World,4.1
9244,H.P. Mallory,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",3.85
9245,"Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 4",4.39
9246,Geneen Roth,"Women, Food and God: An Unexpected Path to Almost Everything",3.62
9247,"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",Palace Walk (The Cairo Trilogy #1),4.14
9248,Andrew  Peterson,"First to Kill (Nathan McBride, #1)",4.03
9249,Frank Bettger,How I Raised Myself from Failure to Success in Selling,4.25
9250,Billy Crystal,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",3.89
9251,Jackie Collins,"Lucky (Lucky Santangelo, #2)",4.08
9252,"Stephen Schwartz, Gregory Maguire",Wicked - Piano/Vocal Arrangement,4.45
9253,Erma Bombeck,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,4.07
9254,Bernard Cornwell,"Vagabond (The Grail Quest, #2)",4.09
9255,Frances Hodgson Burnett,Little Lord Fauntleroy,3.81
9256,Cheryl McIntyre,"Sometimes Never (Sometimes Never, #1)",3.94
9257,George R.R. Martin,"The Mystery Knight (The Tales of Dunk and Egg, #3)",4.2
9258,Olivia Cunning,"Double Time (Sinners on Tour, #5)",4.14
9259,Holly Black,"Red Glove (Curse Workers, #2)",3.98
